ASV_ID,Kingdom,Phylum,Class,Order,Family,Genus
ASV_20785,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_208,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
ASV_20800,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter
ASV_20807,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_2081,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
ASV_20813,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_2082,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV_20826,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV_2083,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA
ASV_2084,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV_20841,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_20848,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_20854,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_20871,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,endosymbionts8
ASV_20875,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_20881,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_20884,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA
ASV_20889,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV_2089,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),NA,NA
ASV_20896,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,NA
ASV_20908,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
ASV_20910,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia
ASV_2092,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA
ASV_20920,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,NA
ASV_20921,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_20923,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
ASV_20924,Eukaryota,NA,NA,NA,NA,NA
ASV_20929,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_20934,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV_20935,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,S31
ASV_20936,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_20939,Bacteria,Cyanobacteria,Oxyphotobacteria,Leptolyngbyales,Leptolyngbyaceae,Chamaesiphon_PCC-7430
ASV_20941,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA
ASV_20943,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas
ASV_20944,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_20945,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV_20946,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
ASV_20948,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),NA,NA
ASV_20952,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gallicola
ASV_20957,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
ASV_20960,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV_20976,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pseudocitrobacter
ASV_2099,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV_20998,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_21,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
ASV_210,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV_21001,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium
ASV_21002,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Savagea
ASV_21003,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
ASV_21010,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV_21012,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_21016,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_2102,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Sarcina
ASV_2103,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
ASV_21038,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera
ASV_21043,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV_21046,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum
ASV_21047,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),NA,NA
ASV_21053,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas
ASV_21054,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,NA
ASV_21055,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,NA
ASV_2106,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus
ASV_21061,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_21063,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,NA
ASV_21064,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_2107,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA
ASV_21070,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
ASV_21075,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV_21077,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Savagea
ASV_2108,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas
ASV_21080,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV_21085,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_2109,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV_21093,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_211,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium
ASV_21101,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Neiella
ASV_21103,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NA
ASV_21109,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_21110,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus
ASV_21111,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Pseudofulvimonas
ASV_21115,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas
ASV_21121,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_2113,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_21132,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriales_Incertae_Sedis,NA
ASV_21138,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
ASV_21139,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_21140,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV_21141,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella
ASV_21145,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA
ASV_2115,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV_21154,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
ASV_2116,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
ASV_21165,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_2117,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV_21173,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_21179,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter
ASV_2118,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV_21182,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
ASV_21188,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_21192,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas
ASV_212,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,Blastocatella
ASV_2120,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV_21208,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
ASV_21209,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_2121,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus
ASV_21212,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
ASV_21219,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_21221,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
ASV_21225,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV_21226,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_21227,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_2123,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
ASV_21231,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_21232,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,NA
ASV_21238,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_21240,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_21243,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Berkiella
ASV_21245,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
ASV_21246,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter
ASV_21260,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA
ASV_21268,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_21270,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA
ASV_21271,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
ASV_21278,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,NA
ASV_2128,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella
ASV_21280,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV_21282,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV_21285,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_21287,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas
ASV_2129,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_21294,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_21298,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter
ASV_213,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_21300,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
ASV_21301,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_21303,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis
ASV_21304,NA,NA,NA,NA,NA,NA
ASV_21306,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
ASV_21311,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
ASV_21312,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV_21313,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_21314,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,endosymbionts8
ASV_2132,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus
ASV_21322,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_21324,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_21326,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopobacter
ASV_21329,Bacteria,NA,NA,NA,NA,NA
ASV_2133,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
ASV_21330,Eukaryota,NA,NA,NA,NA,NA
ASV_21332,Bacteria,NA,NA,NA,NA,NA
ASV_21333,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister
ASV_21336,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_2134,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
ASV_2136,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV_21363,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_21366,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
ASV_21367,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
ASV_21368,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus
ASV_21370,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
ASV_21373,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV_21377,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
ASV_2138,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ASV_21390,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_214,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV_21402,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),NA,NA
ASV_21406,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NA
ASV_21408,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_21409,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_21413,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
ASV_21416,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
ASV_21423,Bacteria,NA,NA,NA,NA,NA
ASV_21427,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_21428,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_21429,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus
ASV_2143,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
ASV_21432,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus
ASV_21433,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_21435,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_21439,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_21441,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_2145,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinibacteraceae,Deefgea
ASV_21453,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_2146,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_21464,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_21473,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,endosymbionts8
ASV_21483,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV_21484,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_21485,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,endosymbionts8
ASV_21488,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,endosymbionts8
ASV_21496,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus
ASV_21498,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas
ASV_215,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
ASV_21502,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV_21504,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
ASV_21509,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
ASV_2151,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade
ASV_21510,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_21513,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
ASV_21518,Bacteria,Actinobacteria,NA,NA,NA,NA
ASV_2152,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella
ASV_21522,Bacteria,NA,NA,NA,NA,NA
ASV_21524,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,endosymbionts8
ASV_2153,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
ASV_21530,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_21532,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_21540,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV_21541,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriales_Incertae_Sedis,NA
ASV_21546,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
ASV_21552,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_21555,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV_21556,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
ASV_21557,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA
ASV_21558,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus
ASV_2156,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus
ASV_21562,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_21569,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
ASV_2158,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
ASV_21584,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA
ASV_2159,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Lacihabitans
ASV_21592,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV_21596,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Holospora
ASV_216,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinibacteraceae,Deefgea
ASV_21606,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV_21608,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_21610,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
ASV_21612,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
ASV_21619,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_2162,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
ASV_21623,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
ASV_21625,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA
ASV_21631,Bacteria,Firmicutes,Bacilli,Bacillales,Family_XI,Gemella
ASV_21635,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus
ASV_21643,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_2165,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV_21658,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera
ASV_21666,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_21667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_21670,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA
ASV_21672,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,endosymbionts8
ASV_21677,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7
ASV_21678,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_21680,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
ASV_21681,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
ASV_2169,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,NA
ASV_21692,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV_21693,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_21698,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,NA
ASV_21707,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV_2171,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_21714,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV_21715,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA
ASV_21724,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides
ASV_2173,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA
ASV_21733,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA
ASV_21743,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,NA
ASV_21764,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_21765,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,NA,NA
ASV_21767,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,Crenobacter
ASV_21769,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
ASV_21772,Eukaryota,NA,NA,NA,NA,NA
ASV_21780,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Millisia
ASV_21781,NA,NA,NA,NA,NA,NA
ASV_21782,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rugamonas
ASV_2179,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV_21790,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
ASV_21791,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NA
ASV_21798,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
ASV_21799,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cerasibacillus
ASV_218,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV_21819,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_21850,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_21858,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_2187,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV_21884,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_219,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_7
